,correct,img_names,img_folders,img_ids,subfolders
54,1,MUL-PanSharpen_AOI_2_Vegas_img1145.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1145,MUL-PanSharpen
55,1,MUL-PanSharpen_AOI_2_Vegas_img838.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img838,MUL-PanSharpen
56,1,MUL-PanSharpen_AOI_2_Vegas_img1311.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1311,MUL-PanSharpen
57,1,MUL-PanSharpen_AOI_2_Vegas_img458.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img458,MUL-PanSharpen
58,1,MUL-PanSharpen_AOI_2_Vegas_img952.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img952,MUL-PanSharpen
59,1,MUL-PanSharpen_AOI_2_Vegas_img1214.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1214,MUL-PanSharpen
60,1,MUL-PanSharpen_AOI_2_Vegas_img1028.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1028,MUL-PanSharpen
61,1,MUL-PanSharpen_AOI_2_Vegas_img374.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img374,MUL-PanSharpen
62,1,MUL-PanSharpen_AOI_2_Vegas_img66.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img66,MUL-PanSharpen
63,1,MUL-PanSharpen_AOI_2_Vegas_img230.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img230,MUL-PanSharpen
64,1,MUL-PanSharpen_AOI_2_Vegas_img103.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img103,MUL-PanSharpen
65,1,MUL-PanSharpen_AOI_2_Vegas_img492.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img492,MUL-PanSharpen
66,1,MUL-PanSharpen_AOI_2_Vegas_img142.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img142,MUL-PanSharpen
67,1,MUL-PanSharpen_AOI_2_Vegas_img1122.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1122,MUL-PanSharpen
68,1,MUL-PanSharpen_AOI_2_Vegas_img900.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img900,MUL-PanSharpen
69,1,MUL-PanSharpen_AOI_2_Vegas_img282.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img282,MUL-PanSharpen
70,1,MUL-PanSharpen_AOI_2_Vegas_img547.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img547,MUL-PanSharpen
71,1,MUL-PanSharpen_AOI_2_Vegas_img1579.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1579,MUL-PanSharpen
72,1,MUL-PanSharpen_AOI_2_Vegas_img855.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img855,MUL-PanSharpen
73,1,MUL-PanSharpen_AOI_2_Vegas_img1014.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1014,MUL-PanSharpen
74,1,MUL-PanSharpen_AOI_2_Vegas_img119.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img119,MUL-PanSharpen
75,1,MUL-PanSharpen_AOI_2_Vegas_img53.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img53,MUL-PanSharpen
76,1,MUL-PanSharpen_AOI_2_Vegas_img861.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img861,MUL-PanSharpen
77,1,MUL-PanSharpen_AOI_2_Vegas_img381.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img381,MUL-PanSharpen
78,1,MUL-PanSharpen_AOI_2_Vegas_img1494.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1494,MUL-PanSharpen
79,1,MUL-PanSharpen_AOI_2_Vegas_img1524.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1524,MUL-PanSharpen
80,1,MUL-PanSharpen_AOI_2_Vegas_img732.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img732,MUL-PanSharpen
81,1,MUL-PanSharpen_AOI_2_Vegas_img288.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img288,MUL-PanSharpen
82,1,MUL-PanSharpen_AOI_2_Vegas_img301.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img301,MUL-PanSharpen
83,1,MUL-PanSharpen_AOI_2_Vegas_img610.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img610,MUL-PanSharpen
84,1,MUL-PanSharpen_AOI_2_Vegas_img246.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img246,MUL-PanSharpen
85,1,MUL-PanSharpen_AOI_2_Vegas_img898.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img898,MUL-PanSharpen
86,1,MUL-PanSharpen_AOI_2_Vegas_img290.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img290,MUL-PanSharpen
87,1,MUL-PanSharpen_AOI_2_Vegas_img224.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img224,MUL-PanSharpen
88,1,MUL-PanSharpen_AOI_2_Vegas_img922.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img922,MUL-PanSharpen
89,1,MUL-PanSharpen_AOI_2_Vegas_img422.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img422,MUL-PanSharpen
90,1,MUL-PanSharpen_AOI_2_Vegas_img1422.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1422,MUL-PanSharpen
91,1,MUL-PanSharpen_AOI_2_Vegas_img414.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img414,MUL-PanSharpen
92,1,MUL-PanSharpen_AOI_2_Vegas_img1607.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1607,MUL-PanSharpen
93,1,MUL-PanSharpen_AOI_2_Vegas_img401.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img401,MUL-PanSharpen
94,1,MUL-PanSharpen_AOI_2_Vegas_img1103.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1103,MUL-PanSharpen
95,1,MUL-PanSharpen_AOI_2_Vegas_img936.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img936,MUL-PanSharpen
96,1,MUL-PanSharpen_AOI_2_Vegas_img295.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img295,MUL-PanSharpen
97,1,MUL-PanSharpen_AOI_2_Vegas_img1382.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1382,MUL-PanSharpen
98,1,MUL-PanSharpen_AOI_2_Vegas_img866.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img866,MUL-PanSharpen
99,1,MUL-PanSharpen_AOI_2_Vegas_img792.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img792,MUL-PanSharpen
100,1,MUL-PanSharpen_AOI_2_Vegas_img302.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img302,MUL-PanSharpen
101,1,MUL-PanSharpen_AOI_2_Vegas_img765.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img765,MUL-PanSharpen
102,1,MUL-PanSharpen_AOI_2_Vegas_img929.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img929,MUL-PanSharpen
103,1,MUL-PanSharpen_AOI_2_Vegas_img991.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img991,MUL-PanSharpen
104,1,MUL-PanSharpen_AOI_2_Vegas_img558.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img558,MUL-PanSharpen
105,1,MUL-PanSharpen_AOI_2_Vegas_img100.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img100,MUL-PanSharpen
106,1,MUL-PanSharpen_AOI_2_Vegas_img1113.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1113,MUL-PanSharpen
107,1,MUL-PanSharpen_AOI_2_Vegas_img109.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img109,MUL-PanSharpen
108,1,MUL-PanSharpen_AOI_2_Vegas_img663.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img663,MUL-PanSharpen
109,1,MUL-PanSharpen_AOI_2_Vegas_img1553.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1553,MUL-PanSharpen
110,1,MUL-PanSharpen_AOI_2_Vegas_img1123.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1123,MUL-PanSharpen
111,1,MUL-PanSharpen_AOI_2_Vegas_img956.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img956,MUL-PanSharpen
112,1,MUL-PanSharpen_AOI_2_Vegas_img1570.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1570,MUL-PanSharpen
113,1,MUL-PanSharpen_AOI_2_Vegas_img881.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img881,MUL-PanSharpen
114,1,MUL-PanSharpen_AOI_2_Vegas_img1439.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1439,MUL-PanSharpen
115,1,MUL-PanSharpen_AOI_2_Vegas_img961.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img961,MUL-PanSharpen
116,1,MUL-PanSharpen_AOI_2_Vegas_img614.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img614,MUL-PanSharpen
117,1,MUL-PanSharpen_AOI_2_Vegas_img655.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img655,MUL-PanSharpen
118,1,MUL-PanSharpen_AOI_2_Vegas_img183.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img183,MUL-PanSharpen
119,1,MUL-PanSharpen_AOI_2_Vegas_img169.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img169,MUL-PanSharpen
120,1,MUL-PanSharpen_AOI_2_Vegas_img376.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img376,MUL-PanSharpen
121,1,MUL-PanSharpen_AOI_2_Vegas_img1243.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1243,MUL-PanSharpen
122,1,MUL-PanSharpen_AOI_2_Vegas_img364.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img364,MUL-PanSharpen
123,1,MUL-PanSharpen_AOI_2_Vegas_img1508.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1508,MUL-PanSharpen
124,1,MUL-PanSharpen_AOI_2_Vegas_img795.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img795,MUL-PanSharpen
125,1,MUL-PanSharpen_AOI_2_Vegas_img202.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img202,MUL-PanSharpen
126,1,MUL-PanSharpen_AOI_2_Vegas_img452.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img452,MUL-PanSharpen
127,1,MUL-PanSharpen_AOI_2_Vegas_img1265.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1265,MUL-PanSharpen
128,1,MUL-PanSharpen_AOI_2_Vegas_img108.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img108,MUL-PanSharpen
129,1,MUL-PanSharpen_AOI_2_Vegas_img674.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img674,MUL-PanSharpen
130,1,MUL-PanSharpen_AOI_2_Vegas_img1090.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1090,MUL-PanSharpen
131,1,MUL-PanSharpen_AOI_2_Vegas_img1268.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1268,MUL-PanSharpen
132,1,MUL-PanSharpen_AOI_2_Vegas_img167.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img167,MUL-PanSharpen
133,1,MUL-PanSharpen_AOI_2_Vegas_img968.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img968,MUL-PanSharpen
134,1,MUL-PanSharpen_AOI_2_Vegas_img1401.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1401,MUL-PanSharpen
135,1,MUL-PanSharpen_AOI_2_Vegas_img1626.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1626,MUL-PanSharpen
136,1,MUL-PanSharpen_AOI_2_Vegas_img1609.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1609,MUL-PanSharpen
137,1,MUL-PanSharpen_AOI_2_Vegas_img93.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img93,MUL-PanSharpen
138,1,MUL-PanSharpen_AOI_2_Vegas_img587.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img587,MUL-PanSharpen
139,1,MUL-PanSharpen_AOI_2_Vegas_img1398.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1398,MUL-PanSharpen
140,1,MUL-PanSharpen_AOI_2_Vegas_img371.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img371,MUL-PanSharpen
141,1,MUL-PanSharpen_AOI_2_Vegas_img1536.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1536,MUL-PanSharpen
142,1,MUL-PanSharpen_AOI_2_Vegas_img1206.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1206,MUL-PanSharpen
143,1,MUL-PanSharpen_AOI_2_Vegas_img1062.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1062,MUL-PanSharpen
144,1,MUL-PanSharpen_AOI_2_Vegas_img118.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img118,MUL-PanSharpen
145,1,MUL-PanSharpen_AOI_2_Vegas_img30.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img30,MUL-PanSharpen
146,1,MUL-PanSharpen_AOI_2_Vegas_img1054.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1054,MUL-PanSharpen
147,1,MUL-PanSharpen_AOI_2_Vegas_img813.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img813,MUL-PanSharpen
148,1,MUL-PanSharpen_AOI_2_Vegas_img1091.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1091,MUL-PanSharpen
149,1,MUL-PanSharpen_AOI_2_Vegas_img1231.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1231,MUL-PanSharpen
150,1,MUL-PanSharpen_AOI_2_Vegas_img1410.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1410,MUL-PanSharpen
151,1,MUL-PanSharpen_AOI_2_Vegas_img289.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img289,MUL-PanSharpen
152,1,MUL-PanSharpen_AOI_2_Vegas_img1391.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1391,MUL-PanSharpen
153,1,MUL-PanSharpen_AOI_2_Vegas_img276.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img276,MUL-PanSharpen
154,1,MUL-PanSharpen_AOI_2_Vegas_img1506.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1506,MUL-PanSharpen
155,1,MUL-PanSharpen_AOI_2_Vegas_img1479.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1479,MUL-PanSharpen
156,1,MUL-PanSharpen_AOI_2_Vegas_img1140.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1140,MUL-PanSharpen
157,1,MUL-PanSharpen_AOI_2_Vegas_img1050.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1050,MUL-PanSharpen
158,1,MUL-PanSharpen_AOI_2_Vegas_img131.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img131,MUL-PanSharpen
159,1,MUL-PanSharpen_AOI_2_Vegas_img517.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img517,MUL-PanSharpen
160,1,MUL-PanSharpen_AOI_2_Vegas_img89.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img89,MUL-PanSharpen
161,1,MUL-PanSharpen_AOI_2_Vegas_img557.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img557,MUL-PanSharpen
162,1,MUL-PanSharpen_AOI_2_Vegas_img442.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img442,MUL-PanSharpen
163,1,MUL-PanSharpen_AOI_2_Vegas_img1333.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1333,MUL-PanSharpen
164,1,MUL-PanSharpen_AOI_2_Vegas_img736.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img736,MUL-PanSharpen
165,1,MUL-PanSharpen_AOI_2_Vegas_img551.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img551,MUL-PanSharpen
166,1,MUL-PanSharpen_AOI_2_Vegas_img1404.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1404,MUL-PanSharpen
167,1,MUL-PanSharpen_AOI_2_Vegas_img429.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img429,MUL-PanSharpen
168,1,MUL-PanSharpen_AOI_2_Vegas_img1483.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1483,MUL-PanSharpen
169,1,MUL-PanSharpen_AOI_2_Vegas_img897.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img897,MUL-PanSharpen
170,1,MUL-PanSharpen_AOI_2_Vegas_img344.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img344,MUL-PanSharpen
171,1,MUL-PanSharpen_AOI_2_Vegas_img83.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img83,MUL-PanSharpen
172,1,MUL-PanSharpen_AOI_2_Vegas_img264.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img264,MUL-PanSharpen
173,1,MUL-PanSharpen_AOI_2_Vegas_img418.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img418,MUL-PanSharpen
174,1,MUL-PanSharpen_AOI_2_Vegas_img474.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img474,MUL-PanSharpen
175,1,MUL-PanSharpen_AOI_2_Vegas_img901.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img901,MUL-PanSharpen
176,1,MUL-PanSharpen_AOI_2_Vegas_img1542.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1542,MUL-PanSharpen
177,1,MUL-PanSharpen_AOI_2_Vegas_img198.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img198,MUL-PanSharpen
178,1,MUL-PanSharpen_AOI_2_Vegas_img839.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img839,MUL-PanSharpen
179,1,MUL-PanSharpen_AOI_2_Vegas_img1064.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1064,MUL-PanSharpen
180,1,MUL-PanSharpen_AOI_2_Vegas_img34.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img34,MUL-PanSharpen
181,1,MUL-PanSharpen_AOI_2_Vegas_img1351.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1351,MUL-PanSharpen
182,1,MUL-PanSharpen_AOI_2_Vegas_img726.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img726,MUL-PanSharpen
183,1,MUL-PanSharpen_AOI_2_Vegas_img664.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img664,MUL-PanSharpen
