,width,height,channels,im_size,ctime,mtime,img_files,img_folders,img_subfolders
21,1300,1300,1,3383838,1515131214.1355622,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img729.tif
22,1300,1300,1,3383838,1515131218.651565,1511274027.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1175.tif
23,1300,1300,1,3383838,1515131211.2075603,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img16.tif
24,1300,1300,1,3383838,1515131222.3955674,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1566.tif
25,1300,1300,1,3383838,1515131216.903564,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img875.tif
26,1300,1300,1,3383838,1515131213.2995615,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img512.tif
27,1300,1300,1,3383838,1515131216.2955635,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img348.tif
28,1300,1300,1,3383838,1515131220.519566,1511274008.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1280.tif
29,1300,1300,1,3383838,1515131211.0315602,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img914.tif
30,1300,1300,1,3383838,1515131214.9755626,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img754.tif
31,1300,1300,1,3383838,1515131217.5755644,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img43.tif
32,1300,1300,1,3383838,1515131214.091562,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img15.tif
33,1300,1300,1,3383838,1515131220.9835665,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img446.tif
34,1300,1300,1,3383838,1515131222.4315674,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1428.tif
35,1300,1300,1,3383838,1515131222.9435678,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1057.tif
36,1300,1300,1,3383838,1515131215.3275628,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img58.tif
37,1300,1300,1,3383838,1515131210.95556,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img476.tif
38,1300,1300,1,3383838,1515131221.4635668,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1436.tif
39,1300,1300,1,3383838,1515131220.8595665,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1216.tif
40,1300,1300,1,3383838,1515131223.6315682,1511274010.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img468.tif
41,1300,1300,1,3383838,1515131211.6035604,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img9.tif
42,1300,1300,1,3383838,1515131221.1875665,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1133.tif
43,1300,1300,1,3383838,1515131223.7355683,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1217.tif
44,1300,1300,1,3383838,1515131221.5955667,1511274023.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img785.tif
45,1300,1300,1,3383838,1515131221.0155666,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1179.tif
46,1300,1300,1,3383838,1515131215.1235628,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img64.tif
47,1300,1300,1,3383838,1515131218.3795648,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img887.tif
48,1300,1300,1,3383838,1515131212.487561,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img303.tif
49,1300,1300,1,3383838,1515131210.4035597,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img227.tif
50,1300,1300,1,3383838,1515131218.2235646,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img343.tif
51,1300,1300,1,3383838,1515131217.215564,1511274008.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1601.tif
52,1300,1300,1,3383838,1515131217.4955642,1511274015.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1352.tif
53,1300,1300,1,3383838,1515131212.7155612,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1365.tif
54,1300,1300,1,3383838,1515131210.0275595,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1341.tif
55,1300,1300,1,3383838,1515131223.6915681,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img554.tif
56,1300,1300,1,3383838,1515131217.063564,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1416.tif
57,1300,1300,1,3383838,1515131209.419559,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img606.tif
58,1300,1300,1,3383838,1515131222.4795675,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img140.tif
59,1300,1300,1,3383838,1515131212.4395611,1511274004.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img14.tif
60,1300,1300,1,3383838,1515131216.8315637,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img101.tif
61,1300,1300,1,3383838,1515131216.6675637,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1191.tif
62,1300,1300,1,3383838,1515131209.107559,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img942.tif
63,1300,1300,1,3383838,1515131217.7315643,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img550.tif
64,1300,1300,1,3383838,1515131218.1755648,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img179.tif
65,1300,1300,1,3383838,1515131216.5715637,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1102.tif
66,1300,1300,1,3383838,1515131212.543561,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1138.tif
67,1300,1300,1,3383838,1515131216.6995637,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1480.tif
68,1300,1300,1,3383838,1515131215.9675632,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img161.tif
69,1300,1300,1,3383838,1515131214.4275622,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1301.tif
70,1300,1300,1,3383838,1515131212.2035608,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img97.tif
71,1300,1300,1,3383838,1515131221.0515666,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img70.tif
72,1300,1300,1,3383838,1515131218.0835645,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img146.tif
73,1300,1300,1,3383838,1515131218.4155648,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1572.tif
74,1300,1300,1,3383838,1515131217.3675642,1511274019.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img400.tif
75,1300,1300,1,3383838,1515131211.1715603,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1446.tif
76,1300,1300,1,3383838,1515131218.731565,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1470.tif
77,1300,1300,1,3383838,1515131210.2995596,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1204.tif
78,1300,1300,1,3383838,1515131215.547563,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img910.tif
79,1300,1300,1,3383838,1515131209.467559,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1644.tif
80,1300,1300,1,3383838,1515131211.5435605,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img613.tif
81,1300,1300,1,3383838,1515131216.8475637,1511274028.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img814.tif
82,1300,1300,1,3383838,1515131221.5355668,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1478.tif
83,1300,1300,1,3383838,1515131222.5675676,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img24.tif
84,1300,1300,1,3383838,1515131221.8435671,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1005.tif
85,1300,1300,1,3383838,1515131223.1635678,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img992.tif
86,1300,1300,1,3383838,1515131215.663563,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img860.tif
87,1300,1300,1,3383838,1515131217.6395643,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img187.tif
88,1300,1300,1,3383838,1515131211.2915604,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img662.tif
89,1300,1300,1,3383838,1515131222.5395675,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img796.tif
90,1300,1300,1,3383838,1515131220.351566,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img427.tif
91,1300,1300,1,3383838,1515131216.6355636,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1278.tif
92,1300,1300,1,3383838,1515131219.9435658,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img23.tif
93,1300,1300,1,3383838,1515131217.5475643,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img751.tif
94,1300,1300,1,3383838,1515131217.8955646,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img6.tif
95,1300,1300,1,3383838,1515131212.9115613,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1585.tif
96,1300,1300,1,3383838,1515131221.3195667,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img112.tif
97,1300,1300,1,3383838,1515131210.5275598,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1558.tif
98,1300,1300,1,3383838,1515131220.9195664,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img658.tif
99,1300,1300,1,3383838,1515131220.411566,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img232.tif
100,1300,1300,1,3383838,1515131220.287566,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img668.tif
101,1300,1300,1,3383838,1515131223.7835684,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1610.tif
102,1300,1300,1,3383838,1515131217.307564,1511274003.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1340.tif
103,1300,1300,1,3383838,1515131210.0795596,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1621.tif
104,1300,1300,1,3383838,1515131211.8675606,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1509.tif
105,1300,1300,1,3383838,1515131212.3115609,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img500.tif
106,1300,1300,1,3383838,1515131210.86356,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img462.tif
107,1300,1300,1,3383838,1515131216.7275639,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1239.tif
108,1300,1300,1,3383838,1515131211.5755606,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1067.tif
109,1300,1300,1,3383838,1515131223.203568,1511274018.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img67.tif
110,1300,1300,1,3383838,1515131212.6715612,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img975.tif
111,1300,1300,1,3383838,1515131216.0075634,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img242.tif
112,1300,1300,1,3383838,1515131221.1315665,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img138.tif
113,1300,1300,1,3383838,1515131223.6595683,1511274011.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1414.tif
114,1300,1300,1,3383838,1515131217.183564,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img393.tif
115,1300,1300,1,3383838,1515131217.6995645,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1451.tif
116,1300,1300,1,3383838,1515131220.5635662,1511274004.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img966.tif
117,1300,1300,1,3383838,1515131212.1555607,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1218.tif
118,1300,1300,1,3383838,1515131218.4635649,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img784.tif
119,1300,1300,1,3383838,1515131214.4875624,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img566.tif
120,1300,1300,1,3383838,1515131215.395563,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img37.tif
121,1300,1300,1,3383838,1515131210.2515597,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img774.tif
122,1300,1300,1,3383838,1515131222.5835676,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1641.tif
123,1300,1300,1,3383838,1515131217.7595644,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1149.tif
124,1300,1300,1,3383838,1515131208.5995586,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img569.tif
125,1300,1300,1,3383838,1515131216.0395634,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img590.tif
126,1300,1300,1,3383838,1515131223.307568,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1531.tif
127,1300,1300,1,3383838,1515131221.9875672,1511274004.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1364.tif
128,1300,1300,1,3383838,1515131218.1395648,1511274008.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img430.tif
129,1300,1300,1,3383838,1515131211.6355605,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1157.tif
130,1300,1300,1,3383838,1515131215.0355628,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1245.tif
131,1300,1300,1,3383838,1515131216.4275637,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img859.tif
132,1300,1300,1,3383838,1515131210.6875598,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1571.tif
133,1300,1300,1,3383838,1515131211.4395604,1511274008.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img826.tif
134,1300,1300,1,3383838,1515131208.9875588,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img821.tif
135,1300,1300,1,3383838,1515131211.7635605,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1010.tif
136,1300,1300,1,3383838,1515131209.9155595,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1547.tif
137,1300,1300,1,3383838,1515131217.015564,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1011.tif
138,1300,1300,1,3383838,1515131213.2155616,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img827.tif
139,1300,1300,1,3383838,1515131211.1235602,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1021.tif
140,1300,1300,1,3383838,1515131220.7635663,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img599.tif
141,1300,1300,1,3383838,1515131212.0635607,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img876.tif
142,1300,1300,1,3383838,1515131210.3355596,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img819.tif
143,1300,1300,1,3383838,1515131220.7955663,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1046.tif
144,1300,1300,1,3383838,1515131220.6155663,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1210.tif
145,1300,1300,1,3383838,1515131221.0955665,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img236.tif
146,1300,1300,1,3383838,1515131223.275568,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img727.tif
147,1300,1300,1,3383838,1515131210.92756,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img152.tif
148,1300,1300,1,3383838,1515131216.3715634,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img54.tif
149,1300,1300,1,3383838,1515131213.3995616,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1189.tif
150,1300,1300,1,3383838,1515131222.2155674,1511274024.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img935.tif
151,1300,1300,1,3383838,1515131223.115568,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1489.tif
152,1300,1300,1,3383838,1515131216.5395637,1511274016.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1274.tif
153,1300,1300,1,3383838,1515131216.6075637,1511274025.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img932.tif
154,1300,1300,1,3383838,1515131214.7915626,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img123.tif
155,1300,1300,1,3383838,1515131212.0315607,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1342.tif
156,1300,1300,1,3383838,1515131222.0595672,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img52.tif
157,1300,1300,1,3383838,1515131219.1355653,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1016.tif
158,1300,1300,1,3383838,1515131220.047566,1511274001.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img854.tif
159,1300,1300,1,3383838,1515131214.7595625,1511274008.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img959.tif
160,1300,1300,1,3383838,1515131216.3355634,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1242.tif
161,1300,1300,1,3383838,1515131216.5035636,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1647.tif
162,1300,1300,1,3383838,1515131210.4835598,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1507.tif
163,1300,1300,1,3383838,1515131218.695565,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img335.tif
164,1300,1300,1,3383838,1515131223.8235683,1511274008.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1143.tif
165,1300,1300,1,3383838,1515131220.4875662,1511274004.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img439.tif
166,1300,1300,1,3383838,1515131217.8355644,1511274004.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img958.tif
167,1300,1300,1,3383838,1515131214.2795622,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img354.tif
168,1300,1300,1,3383838,1515131212.7755613,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img336.tif
169,1300,1300,1,3383838,1515131217.8035645,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img692.tif
170,1300,1300,1,3383838,1515131217.9275646,1511274007.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1387.tif
171,1300,1300,1,3383838,1515131210.79956,1511274031.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img715.tif
172,1300,1300,1,3383838,1515131216.1315634,1511274003.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1256.tif
173,1300,1300,1,3383838,1515131216.7955637,1511274005.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img320.tif
174,1300,1300,1,3383838,1515131219.8915658,1511274008.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1069.tif
175,1300,1300,1,3383838,1515131220.9515665,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1233.tif
176,1300,1300,1,3383838,1515131220.247566,1511274000.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img733.tif
177,1300,1300,1,3383838,1515131216.4835637,1511274029.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img329.tif
178,1300,1300,1,3383838,1515131220.7315662,1511274002.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img974.tif
179,1300,1300,1,3383838,1515131213.0435615,1511273999.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1441.tif
180,1300,1300,1,3383838,1515131210.57156,1511274030.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img681.tif
181,1300,1300,1,3383838,1515131211.3875604,1511274006.0,AOI_2_Vegas_Roads_Test_Public,PAN,PAN_AOI_2_Vegas_img1459.tif
